,ReviewID,CustomerID,ProductID,ReviewDate,Rating,ReviewText,ReviewSentimentScore,ReviewSentimentCategory,ReviewScoreBucket
522,523,8,12,2023-12-07,5,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Positive,0.0 to 0.49
523,524,27,4,2025-09-01,4,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49
524,525,1,1,2023-11-23,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0
525,526,74,3,2025-05-20,3,"Good    quality,  but  could  be  cheaper.",0.2382,Neutral,0.0 to 0.49
526,527,27,14,2024-07-03,3,Not  worth    the  money.,-0.1695,Neutral,-0.49 to 0.0
527,528,81,16,2024-11-09,5,Five  stars  for  the  quick  delivery.,0.0,Positive,0.0 to 0.49
528,529,19,11,2025-05-05,4,Five  stars    for  the  quick  delivery.,0.0,Positive,0.0 to 0.49
529,530,48,10,2025-11-24,5,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0
530,531,65,3,2024-07-21,5,Exceeded  my  expectations!,0.0,Positive,0.0 to 0.49
531,532,6,6,2023-05-30,5,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49
532,533,92,6,2024-04-06,4,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49
533,534,41,2,2025-07-02,4,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0
534,535,85,13,2023-03-25,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0
535,536,33,19,2024-12-29,2,Not  worth  the  money.,-0.1695,Negative,-0.49 to 0.0
536,537,8,9,2023-03-11,4,Shipping  was  fast  and  the  item    was  well-packaged.,0.0,Positive,0.0 to 0.49
537,538,29,16,2025-11-12,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,0.0 to 0.49
538,539,74,17,2024-12-02,4,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49
539,540,28,18,2025-12-09,3,"Good  quality,  but  could  be  cheaper.",0.2382,Neutral,0.0 to 0.49
540,541,73,20,2025-08-08,5,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0
541,542,49,5,2023-07-11,1,"Not    satisfied,  the  product  broke  after  a  week.",-0.6288,Negative,-0.1 to -0.5
542,543,64,17,2023-10-31,5,The  build  quality  is  impressive.,0.5106,Positive,0.5 to 1.0
543,544,65,6,2023-10-29,5,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49
544,545,45,13,2024-06-11,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0
545,546,33,1,2024-11-14,5,Exceeded  my  expectations!,0.0,Positive,0.0 to 0.49
546,547,28,11,2024-05-28,1,The  product  arrived  late.,0.0,Negative,0.0 to 0.49
547,548,40,12,2023-01-11,5,Amazing  value  for  the  price.,0.7351,Positive,0.5 to 1.0
548,549,73,15,2025-04-06,4,Five  stars  for  the  quick    delivery.,0.0,Positive,0.0 to 0.49
549,550,51,12,2024-10-07,3,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Neutral,0.0 to 0.49
550,551,45,2,2025-04-17,3,"Good  quality,  but  could  be  cheaper.",0.2382,Neutral,0.0 to 0.49
551,552,68,1,2023-07-28,4,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0
552,553,60,20,2025-04-26,5,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0
553,554,18,1,2024-08-16,2,The  product  arrived  late.,0.0,Negative,0.0 to 0.49
554,555,69,18,2025-11-24,5,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0
555,556,91,6,2025-01-04,4,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0
556,557,55,10,2024-07-28,3,"Great  purchase,    very  satisfied.",0.8016,Mixed Positive,0.5 to 1.0
557,558,83,13,2025-02-11,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0
558,559,46,12,2024-05-16,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0
559,560,24,6,2024-11-08,5,Exceeded  my  expectations!,0.0,Positive,0.0 to 0.49
560,561,6,5,2025-02-27,1,The  product  stopped  working  after  a  month.,-0.2263,Negative,-0.49 to 0.0
561,562,41,5,2024-02-25,3,Not  worth  the  money.,-0.1695,Neutral,-0.49 to 0.0
562,563,86,13,2025-02-27,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,0.0 to 0.49
563,564,9,12,2025-10-13,5,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0
564,565,60,20,2024-06-30,1,"Terrible  customer  service,  would  not    buy  again.",-0.4767,Negative,-0.49 to 0.0
565,566,89,10,2025-08-15,4,Five    stars  for  the  quick  delivery.,0.0,Positive,0.0 to 0.49
566,567,78,16,2024-02-21,5,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Positive,0.0 to 0.49
567,568,17,13,2024-08-04,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0
568,569,58,9,2024-07-17,5,Exceeded  my    expectations!,0.0,Positive,0.0 to 0.49
569,570,50,15,2025-04-29,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0
570,571,2,8,2024-10-15,3,"Average  experience,  nothing  special.",-0.3089,Neutral,-0.49 to 0.0
571,572,37,16,2025-04-23,4,"Great  purchase,  very    satisfied.",0.8016,Positive,0.5 to 1.0
572,573,57,8,2024-04-27,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0
573,574,72,9,2025-10-13,5,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Positive,0.0 to 0.49
574,575,93,14,2025-09-19,5,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0
575,576,71,9,2025-10-04,5,Amazing  value  for  the  price.,0.7351,Positive,0.5 to 1.0
576,577,65,9,2024-04-18,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0
577,578,32,15,2023-08-01,5,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49
578,579,24,8,2024-01-16,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,0.0 to 0.49
579,580,48,1,2025-04-15,3,"Average    experience,  nothing  special.",-0.3089,Neutral,-0.49 to 0.0
580,581,69,18,2024-03-19,4,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49
581,582,65,9,2023-01-29,5,Exceeded  my    expectations!,0.0,Positive,0.0 to 0.49
582,583,88,8,2025-07-03,5,Five  stars  for  the  quick  delivery.,0.0,Positive,0.0 to 0.49
583,584,70,20,2024-12-04,4,Exceeded  my  expectations!,0.0,Positive,0.0 to 0.49
584,585,87,12,2025-10-23,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0
585,586,7,17,2023-04-11,2,Not  worth  the  money.,-0.1695,Negative,-0.49 to 0.0
586,587,31,17,2025-08-31,3,Not  worth    the  money.,-0.1695,Neutral,-0.49 to 0.0
587,588,39,18,2025-09-03,3,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Neutral,0.0 to 0.49
588,589,64,4,2024-03-21,3,Not    worth  the  money.,-0.1695,Neutral,-0.49 to 0.0
589,590,27,4,2024-09-13,3,Not  worth  the  money.,-0.1695,Neutral,-0.49 to 0.0
590,591,65,12,2024-10-29,5,Five  stars    for  the  quick  delivery.,0.0,Positive,0.0 to 0.49
591,592,100,1,2025-01-18,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Neutral,-0.49 to 0.0
592,593,62,8,2025-06-12,5,The  build  quality  is  impressive.,0.5106,Positive,0.5 to 1.0
593,594,14,4,2025-10-01,2,Not  worth  the  money.,-0.1695,Negative,-0.49 to 0.0
594,595,46,5,2025-09-18,4,Exceeded    my  expectations!,0.0,Positive,0.0 to 0.49
595,596,48,15,2025-06-27,3,"Good  quality,  but  could    be  cheaper.",0.2382,Neutral,0.0 to 0.49
596,597,11,1,2025-09-07,5,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49
597,598,3,2,2023-08-04,5,Amazing  value  for  the  price.,0.7351,Positive,0.5 to 1.0
598,599,94,19,2025-08-01,5,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0
599,600,65,3,2025-01-11,2,Not  worth    the  money.,-0.1695,Negative,-0.49 to 0.0
600,601,25,11,2025-07-31,5,Amazing    value  for  the  price.,0.7351,Positive,0.5 to 1.0
601,602,56,8,2023-02-08,3,Not  worth  the  money.,-0.1695,Neutral,-0.49 to 0.0
602,603,88,4,2024-07-02,5,Exceeded  my  expectations!,0.0,Positive,0.0 to 0.49
603,604,87,2,2023-06-10,3,"Average  experience,  nothing    special.",-0.3089,Neutral,-0.49 to 0.0
604,605,1,3,2023-06-17,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Neutral,-0.49 to 0.0
605,606,48,8,2023-10-14,5,The  build  quality  is  impressive.,0.5106,Positive,0.5 to 1.0
606,607,25,14,2025-07-07,3,"Great  purchase,  very  satisfied.",0.8016,Mixed Positive,0.5 to 1.0
607,608,7,9,2023-03-21,4,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0
608,609,40,10,2025-10-23,3,"Average  experience,  nothing  special.",-0.3089,Neutral,-0.49 to 0.0
609,610,69,3,2025-01-29,5,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0
610,611,6,4,2023-12-06,2,"Average  experience,  nothing  special.",-0.3089,Negative,-0.49 to 0.0
611,612,38,2,2025-06-17,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0
612,613,48,12,2025-02-10,3,"The  product  is  okay,  but  the  instructions    were  unclear.",-0.2617,Neutral,-0.49 to 0.0
613,614,23,2,2025-01-20,3,"I  love  this  product,  will  buy  again!",0.6696,Mixed Positive,0.5 to 1.0
614,615,98,1,2025-01-08,5,"Excellent    product,  highly  recommend!",0.7773,Positive,0.5 to 1.0
615,616,38,20,2023-11-14,5,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Positive,0.0 to 0.49
616,617,29,15,2025-12-22,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0
617,618,45,7,2024-08-21,4,Shipping  was  fast  and  the  item    was  well-packaged.,0.0,Positive,0.0 to 0.49
618,619,68,14,2023-12-06,5,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0
619,620,100,1,2024-10-22,5,Five  stars  for  the  quick  delivery.,0.0,Positive,0.0 to 0.49
620,621,70,14,2025-05-13,2,The  product  arrived  late.,0.0,Negative,0.0 to 0.49
621,622,30,4,2025-12-22,4,The  quality    is  top-notch.,0.0,Positive,0.0 to 0.49
622,623,5,1,2025-06-15,3,"Good  quality,  but  could  be  cheaper.",0.2382,Neutral,0.0 to 0.49
623,624,82,14,2023-11-28,5,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0
624,625,32,10,2023-02-20,5,"Great  purchase,  very    satisfied.",0.8016,Positive,0.5 to 1.0
625,626,38,11,2025-12-18,5,Exceeded  my  expectations!,0.0,Positive,0.0 to 0.49
626,627,18,6,2023-06-26,5,Amazing  value  for    the  price.,0.7351,Positive,0.5 to 1.0
627,628,22,4,2025-08-30,3,"Average  experience,  nothing  special.",-0.3089,Neutral,-0.49 to 0.0
628,629,16,20,2024-07-28,5,Exceeded  my    expectations!,0.0,Positive,0.0 to 0.49
629,630,31,10,2024-08-14,4,The  quality  is    top-notch.,0.0,Positive,0.0 to 0.49
630,631,73,12,2024-10-30,4,"Good  quality,  but  could  be    cheaper.",0.2382,Positive,0.0 to 0.49
631,632,40,20,2023-02-24,3,"Average  experience,    nothing  special.",-0.3089,Neutral,-0.49 to 0.0
632,633,52,3,2023-12-26,2,The    product  arrived  late.,0.0,Negative,0.0 to 0.49
633,634,27,13,2024-02-25,4,"Good  quality,  but  could  be    cheaper.",0.2382,Positive,0.0 to 0.49
634,635,85,16,2023-02-22,3,"The  product  is  okay,  but  the  instructions  were    unclear.",-0.2617,Neutral,-0.49 to 0.0
635,636,37,13,2023-12-18,4,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Positive,0.0 to 0.49
636,637,17,7,2024-08-21,3,"Good  quality,  but  could  be  cheaper.",0.2382,Neutral,0.0 to 0.49
637,638,63,16,2025-08-23,2,"Good  quality,  but  could  be  cheaper.",0.2382,Negative,0.0 to 0.49
638,639,14,12,2024-07-07,5,Amazing  value  for  the  price.,0.7351,Positive,0.5 to 1.0
639,640,23,14,2024-08-09,3,"The  product  is  okay,    but  the  instructions  were  unclear.",-0.2617,Neutral,-0.49 to 0.0
640,641,58,9,2024-01-05,1,I  had  a  bad  experience  with  this  product.,-0.5423,Negative,-0.1 to -0.5
641,642,53,17,2025-04-28,2,Disappointed  with  the  performance.,-0.4767,Negative,-0.49 to 0.0
642,643,89,16,2024-01-07,5,"Excellent  product,  highly  recommend!",0.7773,Positive,0.5 to 1.0
643,644,97,10,2023-11-25,5,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0
644,645,23,20,2023-11-02,5,Customer  support    was  very  helpful.,0.6997,Positive,0.5 to 1.0
645,646,75,2,2023-10-09,5,"I    love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0
646,647,68,2,2023-01-03,4,Customer  support  was    very  helpful.,0.6997,Positive,0.5 to 1.0
647,648,76,5,2023-03-19,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0
648,649,8,17,2025-02-05,2,Not  worth  the  money.,-0.1695,Negative,-0.49 to 0.0
649,650,28,3,2024-11-08,4,Five  stars  for  the  quick  delivery.,0.0,Positive,0.0 to 0.49
650,651,38,9,2024-09-10,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,0.0 to 0.49
651,652,39,19,2025-05-06,5,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49
652,653,66,16,2025-01-14,5,Amazing  value  for  the  price.,0.7351,Positive,0.5 to 1.0
653,654,46,8,2023-01-01,1,The  color  was  different  from  what  was  shown.,0.0,Negative,0.0 to 0.49
654,655,63,16,2023-04-06,4,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49
655,656,17,11,2024-07-22,3,"Good  quality,    but  could  be  cheaper.",0.2382,Neutral,0.0 to 0.49
656,657,35,11,2025-10-18,5,"Excellent  product,  highly  recommend!",0.7773,Positive,0.5 to 1.0
657,658,3,18,2025-06-16,1,Not  worth  the    money.,-0.1695,Negative,-0.49 to 0.0
658,659,29,20,2023-03-16,5,The  build  quality  is  impressive.,0.5106,Positive,0.5 to 1.0
659,660,62,5,2023-10-06,5,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Positive,0.0 to 0.49
660,661,40,18,2025-09-20,2,"Average  experience,  nothing  special.",-0.3089,Negative,-0.49 to 0.0
661,662,15,5,2025-03-24,4,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Positive,0.0 to 0.49
662,663,23,10,2025-05-26,5,"Excellent  product,  highly    recommend!",0.7773,Positive,0.5 to 1.0
663,664,31,16,2025-08-11,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Neutral,-0.49 to 0.0
664,665,99,12,2024-01-03,2,Product  did  not  meet  my  expectations.,0.0,Negative,0.0 to 0.49
665,666,53,19,2024-05-25,3,Not    worth  the  money.,-0.1695,Neutral,-0.49 to 0.0
666,667,80,14,2024-01-08,4,The  quality    is  top-notch.,0.0,Positive,0.0 to 0.49
667,668,55,4,2024-04-25,5,"Excellent  product,    highly  recommend!",0.7773,Positive,0.5 to 1.0
668,669,19,19,2025-12-31,4,Five  stars  for  the  quick  delivery.,0.0,Positive,0.0 to 0.49
669,670,53,13,2024-03-31,5,The  build  quality  is    impressive.,0.5106,Positive,0.5 to 1.0
670,671,24,5,2023-03-28,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Neutral,-0.49 to 0.0
671,672,95,14,2025-02-15,5,"Great    purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0
672,673,74,12,2025-10-16,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0
673,674,29,1,2023-08-30,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Neutral,-0.49 to 0.0
674,675,24,9,2025-02-07,2,Not  worth  the  money.,-0.1695,Negative,-0.49 to 0.0
675,676,6,12,2024-03-14,5,The  build  quality  is    impressive.,0.5106,Positive,0.5 to 1.0
676,677,6,17,2024-03-29,4,Five    stars  for  the  quick  delivery.,0.0,Positive,0.0 to 0.49
677,678,49,9,2025-05-19,3,"Average  experience,  nothing  special.",-0.3089,Neutral,-0.49 to 0.0
678,679,10,8,2025-09-29,2,Not  worth  the  money.,-0.1695,Negative,-0.49 to 0.0
679,680,60,20,2025-06-12,4,Exceeded  my    expectations!,0.0,Positive,0.0 to 0.49
680,681,48,16,2024-03-21,5,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49
681,682,80,11,2023-01-05,1,"Not  satisfied,  the  product  broke  after  a  week.",-0.6288,Negative,-0.1 to -0.5
682,683,22,10,2025-04-06,3,"Good  quality,  but  could  be  cheaper.",0.2382,Neutral,0.0 to 0.49
683,684,92,12,2025-01-12,2,Product  did  not  meet  my  expectations.,0.0,Negative,0.0 to 0.49
684,685,86,14,2024-03-22,1,The  color  was  different  from  what  was  shown.,0.0,Negative,0.0 to 0.49
685,686,31,17,2023-05-09,5,"I    love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0
686,687,86,17,2023-07-16,2,Not  worth  the  money.,-0.1695,Negative,-0.49 to 0.0
687,688,32,12,2025-07-07,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0
688,689,34,16,2025-04-23,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0
689,690,61,19,2023-10-11,4,Five  stars  for  the  quick  delivery.,0.0,Positive,0.0 to 0.49
690,691,40,7,2024-07-27,3,Five  stars  for  the  quick  delivery.,0.0,Neutral,0.0 to 0.49
691,692,64,10,2023-12-22,3,Not  worth  the    money.,-0.1695,Neutral,-0.49 to 0.0
692,693,58,10,2023-08-31,5,The  build  quality  is    impressive.,0.5106,Positive,0.5 to 1.0
693,694,27,13,2024-07-05,3,"Average  experience,  nothing  special.",-0.3089,Neutral,-0.49 to 0.0
694,695,13,14,2023-09-15,4,Customer  support    was  very  helpful.,0.6997,Positive,0.5 to 1.0
695,696,48,11,2023-10-07,4,Five  stars  for  the  quick  delivery.,0.0,Positive,0.0 to 0.49
696,697,13,7,2024-09-21,4,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0
697,698,4,18,2023-06-28,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Neutral,-0.49 to 0.0
698,699,42,19,2023-01-30,3,Not  worth  the  money.,-0.1695,Neutral,-0.49 to 0.0
699,700,14,2,2023-11-23,4,"I    love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0
700,701,68,4,2023-01-02,5,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Positive,0.0 to 0.49
701,702,92,3,2025-02-06,3,Not  worth  the  money.,-0.1695,Neutral,-0.49 to 0.0
702,703,3,16,2024-04-17,5,Five  stars  for  the  quick  delivery.,0.0,Positive,0.0 to 0.49
703,704,8,20,2024-09-26,5,Exceeded  my  expectations!,0.0,Positive,0.0 to 0.49
704,705,88,11,2025-05-25,5,Exceeded    my  expectations!,0.0,Positive,0.0 to 0.49
705,706,75,5,2024-01-03,5,Exceeded  my    expectations!,0.0,Positive,0.0 to 0.49
706,707,96,16,2024-08-08,2,Not  worth  the  money.,-0.1695,Negative,-0.49 to 0.0
707,708,70,17,2024-01-20,5,The  build  quality  is  impressive.,0.5106,Positive,0.5 to 1.0
708,709,1,16,2023-02-25,5,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0
709,710,88,7,2025-09-26,5,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0
710,711,39,12,2023-12-07,5,"Excellent    product,  highly  recommend!",0.7773,Positive,0.5 to 1.0
711,712,53,17,2024-09-17,3,Not  worth  the  money.,-0.1695,Neutral,-0.49 to 0.0
712,713,55,12,2024-12-12,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0
713,714,76,2,2023-01-11,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,0.0 to 0.49
714,715,13,2,2024-03-26,4,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0
715,716,64,2,2023-08-12,3,"Good  quality,  but  could  be  cheaper.",0.2382,Neutral,0.0 to 0.49
716,717,82,1,2025-03-07,5,Exceeded  my  expectations!,0.0,Positive,0.0 to 0.49
717,718,30,20,2023-05-19,1,"Terrible  customer  service,  would  not  buy  again.",-0.4767,Negative,-0.49 to 0.0
718,719,24,4,2025-12-03,2,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Negative,-0.49 to 0.0
719,720,41,4,2025-08-05,5,Shipping  was  fast  and  the  item  was    well-packaged.,0.0,Positive,0.0 to 0.49
720,721,4,15,2024-09-25,2,Not    worth  the  money.,-0.1695,Negative,-0.49 to 0.0
721,722,68,16,2025-10-14,4,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49
722,723,84,7,2023-11-22,2,The  product  arrived  late.,0.0,Negative,0.0 to 0.49
723,724,31,3,2024-01-21,4,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Positive,0.0 to 0.49
724,725,13,6,2025-09-30,4,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49
725,726,33,20,2024-10-16,5,Customer  support  was    very  helpful.,0.6997,Positive,0.5 to 1.0
726,727,39,1,2025-09-24,3,"Average  experience,  nothing  special.",-0.3089,Neutral,-0.49 to 0.0
727,728,30,1,2024-08-23,5,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0
728,729,99,9,2023-03-17,1,Not  worth  the  money.,-0.1695,Negative,-0.49 to 0.0
729,730,67,6,2025-01-15,4,The  quality  is    top-notch.,0.0,Positive,0.0 to 0.49
730,731,4,7,2023-07-13,5,The  build    quality  is  impressive.,0.5106,Positive,0.5 to 1.0
731,732,56,20,2025-03-02,4,"Excellent  product,  highly  recommend!",0.7773,Positive,0.5 to 1.0
732,733,75,13,2024-11-07,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0
733,734,63,2,2024-03-10,5,Five  stars  for  the  quick  delivery.,0.0,Positive,0.0 to 0.49
734,735,22,15,2024-03-02,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0
735,736,72,6,2023-10-17,5,"Excellent  product,  highly  recommend!",0.7773,Positive,0.5 to 1.0
736,737,45,15,2023-10-11,3,Not  worth  the  money.,-0.1695,Neutral,-0.49 to 0.0
737,738,3,12,2025-08-22,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,0.0 to 0.49
738,739,70,18,2023-07-05,3,"Average  experience,  nothing  special.",-0.3089,Neutral,-0.49 to 0.0
739,740,33,5,2025-02-05,2,"Good  quality,  but  could  be  cheaper.",0.2382,Negative,0.0 to 0.49
740,741,3,9,2025-05-24,3,Not    worth  the  money.,-0.1695,Neutral,-0.49 to 0.0
741,742,84,7,2025-03-03,3,"Good  quality,  but  could  be  cheaper.",0.2382,Neutral,0.0 to 0.49
742,743,89,3,2023-05-15,3,Not  worth  the  money.,-0.1695,Neutral,-0.49 to 0.0
743,744,63,19,2023-03-31,3,Not  worth  the  money.,-0.1695,Neutral,-0.49 to 0.0
744,745,85,12,2024-05-17,5,Exceeded  my  expectations!,0.0,Positive,0.0 to 0.49
745,746,24,13,2024-03-28,5,"I  love    this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0
746,747,84,1,2023-04-27,5,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0
747,748,100,13,2025-09-15,3,"Great  purchase,    very  satisfied.",0.8016,Mixed Positive,0.5 to 1.0
748,749,64,13,2025-06-28,2,Not  worth  the  money.,-0.1695,Negative,-0.49 to 0.0
749,750,3,5,2024-06-20,4,The    quality  is  top-notch.,0.0,Positive,0.0 to 0.49
750,751,58,17,2025-07-11,5,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0
751,752,7,12,2024-10-11,1,Not  worth  the  money.,-0.1695,Negative,-0.49 to 0.0
752,753,94,4,2023-01-29,5,The  build  quality  is  impressive.,0.5106,Positive,0.5 to 1.0
753,754,55,11,2025-07-11,4,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49
754,755,27,15,2024-03-31,4,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0
755,756,94,8,2025-03-25,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,0.0 to 0.49
756,757,8,13,2023-09-27,4,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Positive,0.0 to 0.49
757,758,53,1,2024-05-23,2,"Average  experience,  nothing    special.",-0.3089,Negative,-0.49 to 0.0
758,759,21,16,2024-12-13,2,Product  did  not  meet  my  expectations.,0.0,Negative,0.0 to 0.49
759,760,100,5,2025-12-18,3,Not    worth  the  money.,-0.1695,Neutral,-0.49 to 0.0
760,761,49,16,2025-03-17,3,Customer  support  was  very  helpful.,0.6997,Mixed Positive,0.5 to 1.0
761,762,39,13,2025-05-31,4,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Positive,0.0 to 0.49
762,763,54,16,2023-08-16,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Neutral,-0.49 to 0.0
763,764,84,11,2024-07-08,1,"Terrible  customer  service,  would  not  buy  again.",-0.4767,Negative,-0.49 to 0.0
764,765,74,18,2024-12-11,1,Disappointed  with  the  performance.,-0.4767,Negative,-0.49 to 0.0
765,766,83,7,2025-07-31,4,Five  stars  for  the  quick  delivery.,0.0,Positive,0.0 to 0.49
766,767,48,11,2023-10-09,5,Exceeded    my  expectations!,0.0,Positive,0.0 to 0.49
767,768,24,16,2023-02-18,4,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Positive,0.0 to 0.49
768,769,77,7,2024-09-02,5,"Excellent  product,    highly  recommend!",0.7773,Positive,0.5 to 1.0
769,770,52,1,2025-02-02,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0
770,771,32,12,2025-03-21,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,0.0 to 0.49
771,772,62,4,2023-09-13,4,Five    stars  for  the  quick  delivery.,0.0,Positive,0.0 to 0.49
772,773,17,14,2024-06-21,2,Disappointed  with  the  performance.,-0.4767,Negative,-0.49 to 0.0
773,774,46,6,2025-12-10,5,"Great  purchase,    very  satisfied.",0.8016,Positive,0.5 to 1.0
774,775,13,16,2025-08-31,4,"Great  purchase,  very    satisfied.",0.8016,Positive,0.5 to 1.0
775,776,17,13,2023-01-12,5,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0
776,777,81,6,2024-02-14,5,Five  stars  for  the  quick  delivery.,0.0,Positive,0.0 to 0.49
777,778,97,7,2025-06-11,5,The  quality  is    top-notch.,0.0,Positive,0.0 to 0.49
778,779,66,17,2025-05-25,5,Five  stars  for  the  quick  delivery.,0.0,Positive,0.0 to 0.49
779,780,83,1,2025-10-23,5,The  build  quality  is  impressive.,0.5106,Positive,0.5 to 1.0
780,781,68,13,2024-06-06,5,Exceeded  my  expectations!,0.0,Positive,0.0 to 0.49
781,782,25,3,2024-08-19,5,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0
782,783,21,18,2024-11-30,5,The  build  quality  is  impressive.,0.5106,Positive,0.5 to 1.0
783,784,22,16,2024-12-09,2,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Negative,-0.49 to 0.0
784,785,9,10,2025-10-11,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0
